Time,Temp,Humidity,mq2_adc,mq2_v,mq2_Rs,mq2_Rs/Ro,mq2_GI,mq4_adc,mq4_v,mq4_Rs,mq4_Rs/Ro,mq4_GI
4:50:00,28.8,85,432,2.111,17606.9,0.701,29,250,1.222,2782.8,0.646,35
5:00:00,28.8,85,433,2.116,17536.5,0.696,30,252,1.232,2753.6,0.641,36
5:10:00,28.8,85,434,2.121,17466.4,0.693,30,253,1.237,2739.1,0.636,36
5:20:00,28.8,85,433,2.116,17536.5,0.690,31,252,1.232,2753.6,0.633,36
5:30:00,28.9,86,433,2.116,17536.5,0.688,31,253,1.237,2739.1,0.630,37
5:40:00,28.9,86,433,2.116,17536.5,0.686,31,253,1.237,2739.1,0.628,37
5:50:00,28.9,87,433,2.116,17536.5,0.685,31,253,1.237,2739.1,0.626,37
6:00:00,29.0,87,434,2.121,17466.4,0.683,31,254,1.241,2724.8,0.624,38
6:10:00,29.0,87,434,2.121,17466.4,0.682,31,254,1.241,2724.8,0.622,38
6:20:00,29.0,87,434,2.121,17466.4,0.681,31,254,1.241,2724.8,0.621,38
6:30:00,29.0,87,435,2.126,17396.7,0.680,32,254,1.241,2724.8,0.619,38
6:40:00,29.0,88,435,2.126,17396.7,0.679,32,255,1.246,2710.6,0.618,38
6:50:00,29.0,88,436,2.131,17327.3,0.677,32,255,1.246,2710.6,0.617,38
7:00:00,29.0,88,437,2.136,17258.2,0.676,32,256,1.251,2696.5,0.615,38
7:10:00,29.0,88,438,2.141,17189.4,0.674,32,257,1.256,2682.5,0.613,39
7:20:00,28.9,88,438,2.141,17189.4,0.672,32,258,1.261,2668.6,0.611,39
7:30:00,28.9,88,439,2.146,17120.9,0.671,33,259,1.266,2654.8,0.609,39
7:40:00,28.9,89,440,2.151,17052.8,0.669,33,259,1.266,2654.8,0.607,39
7:50:00,28.9,89,440,2.151,17052.8,0.667,33,260,1.271,2641.2,0.605,40
8:00:00,28.9,89,441,2.155,16984.9,0.665,33,261,1.276,2627.6,0.602,40
8:10:00,28.9,89,442,2.160,16917.4,0.664,33,261,1.276,2627.6,0.600,40
8:20:00,28.9,89,442,2.160,16917.4,0.662,33,262,1.281,2614.1,0.598,40
8:30:00,28.9,89,443,2.165,16850.1,0.660,34,262,1.281,2614.1,0.597,40
8:40:00,28.9,89,444,2.170,16783.2,0.658,34,264,1.290,2587.5,0.594,41
8:50:00,28.9,89,445,2.175,16716.5,0.656,34,264,1.290,2587.5,0.592,41
9:00:00,28.9,89,445,2.175,16716.5,0.655,34,264,1.290,2587.5,0.590,41
9:10:00,28.9,89,445,2.175,16716.5,0.653,34,265,1.295,2574.3,0.588,42
9:20:00,28.9,89,448,2.190,16518.4,0.651,35,268,1.310,2535.4,0.585,42
9:30:00,29.0,90,450,2.199,16387.8,0.648,35,271,1.325,2497.4,0.581,43
9:40:00,29.2,89,452,2.209,16258.3,0.644,35,272,1.329,2484.9,0.577,43
9:50:00,29.3,89,453,2.214,16194.0,0.641,36,274,1.339,2460.2,0.573,44
10:00:00,29.5,89,455,2.224,16066.3,0.637,36,276,1.349,2435.9,0.568,44
10:10:00,29.6,89,456,2.229,16002.8,0.634,36,278,1.359,2411.9,0.563,45
10:20:00,29.7,89,457,2.234,15939.7,0.631,37,280,1.369,2388.2,0.558,46
10:30:00,29.8,88,459,2.243,15814.1,0.627,37,282,1.378,2364.9,0.553,46
10:40:00,29.8,88,460,2.248,15751.8,0.624,37,283,1.383,2353.4,0.549,47
10:50:00,29.9,88,462,2.258,15627.9,0.620,38,285,1.393,2330.5,0.544,47
11:00:00,30.0,88,462,2.258,15627.9,0.617,38,286,1.398,2319.2,0.540,48
11:10:00,30.0,87,464,2.268,15505.0,0.614,39,288,1.408,2296.9,0.536,49
11:20:00,30.1,87,465,2.273,15444.0,0.611,39,289,1.413,2285.8,0.532,49
11:30:00,30.2,87,466,2.278,15383.2,0.608,39,291,1.422,2263.9,0.528,50
11:40:00,30.3,87,467,2.283,15322.7,0.605,39,292,1.427,2253.1,0.524,50
11:50:00,30.3,87,467,2.283,15322.7,0.603,40,293,1.432,2242.3,0.520,51
12:00:00,30.4,87,469,2.292,15202.5,0.600,40,294,1.437,2231.6,0.517,51
12:10:00,30.5,87,470,2.297,15142.8,0.598,40,296,1.447,2210.5,0.513,52
12:20:00,30.5,87,470,2.297,15142.8,0.596,41,297,1.452,2200.0,0.510,52
12:30:00,30.6,87,471,2.302,15083.3,0.593,41,298,1.457,2189.6,0.507,52
12:40:00,30.6,86,472,2.307,15024.1,0.591,41,299,1.461,2179.3,0.504,53
12:50:00,30.6,86,472,2.307,15024.1,0.589,41,300,1.466,2169.0,0.501,53
13:00:00,30.7,86,473,2.312,14965.1,0.588,42,301,1.471,2158.8,0.498,54
13:10:00,30.8,86,474,2.317,14906.4,0.586,42,302,1.476,2148.7,0.495,54
13:20:00,30.8,86,475,2.322,14847.9,0.584,42,304,1.486,2128.6,0.492,54
13:30:00,30.9,86,475,2.322,14847.9,0.582,42,305,1.491,2118.7,0.490,55
13:40:00,30.9,86,476,2.326,14789.7,0.580,43,306,1.496,2108.8,0.487,55
13:50:00,31.0,86,477,2.331,14731.7,0.578,43,307,1.500,2099.0,0.484,55
14:00:00,31.0,86,477,2.331,14731.7,0.577,43,308,1.505,2089.3,0.482,56
14:10:00,31.1,86,478,2.336,14674.0,0.575,43,309,1.510,2079.6,0.479,56
14:20:00,31.1,86,479,2.341,14616.4,0.574,44,310,1.515,2070.0,0.477,56
14:30:00,31.2,86,479,2.341,14616.4,0.572,44,311,1.520,2060.5,0.474,57
14:40:00,31.2,86,480,2.346,14559.2,0.571,44,312,1.525,2051.0,0.472,57
14:50:00,31.3,86,481,2.351,14502.2,0.569,44,313,1.530,2041.5,0.470,57
15:00:00,31.3,86,481,2.351,14502.2,0.568,44,314,1.535,2032.2,0.468,58
15:10:00,31.3,86,482,2.356,14445.4,0.566,45,315,1.540,2022.9,0.465,58
15:20:00,31.4,86,482,2.356,14445.4,0.565,45,317,1.549,2004.4,0.463,58
15:30:00,31.4,86,483,2.361,14388.8,0.563,45,318,1.554,1995.3,0.460,59
15:40:00,31.5,86,483,2.361,14388.8,0.562,45,319,1.559,1986.2,0.458,59
15:50:00,31.5,86,484,2.366,14332.5,0.561,45,320,1.564,1977.2,0.455,59
16:00:00,31.6,86,485,2.370,14276.4,0.559,45,321,1.569,1968.2,0.453,60
16:10:00,31.6,86,485,2.370,14276.4,0.558,46,322,1.574,1959.3,0.451,60
16:20:00,31.6,86,486,2.375,14220.6,0.557,46,323,1.579,1950.5,0.449,60
16:30:00,31.6,86,486,2.375,14220.6,0.556,46,324,1.584,1941.7,0.447,60
16:40:00,31.7,86,487,2.380,14164.9,0.554,46,325,1.588,1932.9,0.445,61
16:50:00,31.7,86,487,2.380,14164.9,0.553,46,326,1.593,1924.2,0.443,61
17:00:00,31.8,86,487,2.380,14164.9,0.553,46,327,1.598,1915.6,0.440,61
17:10:00,31.8,86,488,2.385,14109.5,0.551,46,328,1.603,1907.0,0.438,62
17:20:00,31.8,86,488,2.385,14109.5,0.551,47,329,1.608,1898.5,0.436,62
17:30:00,31.8,86,488,2.385,14109.5,0.550,47,330,1.613,1890.0,0.434,62
17:40:00,31.9,86,489,2.390,14054.4,0.549,47,331,1.618,1881.6,0.432,62
17:50:00,31.9,86,489,2.390,14054.4,0.548,47,332,1.623,1873.2,0.431,63
18:00:00,31.9,86,490,2.395,13999.4,0.547,47,333,1.628,1864.9,0.429,63
18:10:00,32.0,86,490,2.395,13999.4,0.546,47,334,1.632,1856.6,0.427,63
18:20:00,32.0,86,491,2.400,13944.7,0.545,47,335,1.637,1848.4,0.425,63
18:30:00,32.0,86,491,2.400,13944.7,0.544,47,336,1.642,1840.2,0.423,64
18:40:00,32.1,86,492,2.405,13890.2,0.543,48,337,1.647,1832.0,0.421,64
18:50:00,32.1,86,492,2.405,13890.2,0.542,48,338,1.652,1824.0,0.419,64
19:00:00,32.1,86,492,2.405,13890.2,0.541,48,339,1.657,1815.9,0.417,64
19:10:00,32.1,86,493,2.410,13835.9,0.540,48,340,1.662,1807.9,0.415,65
19:20:00,32.2,86,493,2.410,13835.9,0.540,48,341,1.667,1800.0,0.414,65
19:30:00,32.2,86,493,2.410,13835.9,0.539,48,343,1.676,1784.3,0.411,65
19:40:00,32.2,86,494,2.414,13781.8,0.538,48,343,1.676,1784.3,0.410,65
19:50:00,32.2,86,494,2.414,13781.8,0.537,48,344,1.681,1776.5,0.408,66
20:00:00,32.3,86,495,2.419,13728.0,0.536,49,346,1.691,1761.0,0.406,66
20:10:00,32.3,86,495,2.419,13728.0,0.535,49,347,1.696,1753.3,0.404,66
20:20:00,32.3,85,496,2.424,13674.4,0.534,49,348,1.701,1745.7,0.402,66
20:30:00,32.3,86,496,2.424,13674.4,0.534,49,349,1.706,1738.1,0.400,67
20:40:00,32.4,86,496,2.424,13674.4,0.533,49,350,1.711,1730.6,0.398,67
20:50:00,32.4,86,497,2.429,13621.0,0.532,49,351,1.716,1723.1,0.396,67
21:00:00,32.4,86,497,2.429,13621.0,0.531,49,352,1.720,1715.6,0.394,67
21:10:00,32.5,85,497,2.429,13621.0,0.530,49,353,1.725,1708.2,0.393,68
21:20:00,32.5,85,498,2.434,13567.8,0.530,49,354,1.730,1700.8,0.391,68
21:30:00,32.5,85,498,2.434,13567.8,0.529,49,355,1.735,1693.5,0.389,68
21:40:00,32.5,85,499,2.439,13514.8,0.528,50,357,1.745,1679.0,0.387,68
21:50:00,32.5,85,499,2.439,13514.8,0.527,50,358,1.750,1671.8,0.385,69
22:00:00,32.5,86,500,2.444,13462.0,0.526,50,359,1.755,1664.6,0.383,69
22:10:00,32.6,85,500,2.444,13462.0,0.525,50,360,1.760,1657.5,0.381,69
22:20:00,32.6,86,500,2.444,13462.0,0.525,50,362,1.769,1643.4,0.379,69
22:30:00,32.6,86,501,2.449,13409.5,0.524,50,365,1.784,1622.5,0.377,70
22:40:00,32.7,86,501,2.449,13409.5,0.523,50,366,1.789,1615.6,0.374,70
22:50:00,32.7,87,501,2.449,13409.5,0.522,50,367,1.794,1608.7,0.372,70
23:00:00,32.8,87,501,2.449,13409.5,0.522,50,368,1.799,1601.9,0.370,71
23:10:00,32.8,87,501,2.449,13409.5,0.521,50,370,1.808,1588.4,0.368,71
23:20:00,32.8,87,505,2.468,13201.3,0.519,51,376,1.838,1548.7,0.364,71
23:30:00,32.8,87,505,2.468,13201.3,0.518,51,377,1.843,1542.2,0.361,72
23:40:00,32.7,87,502,2.454,13357.1,0.518,51,369,1.804,1595.1,0.361,72
